"Last Modified","Container Type","Container Description","Track Description","Ignore For Recommendations",Country,"Container Reference","Track Reference"
2020-06-22T08:37:15.811Z,N/A,N/A,"Roy Woods - What We Did",true,Australia,N/A,1510531482
2020-06-22T08:34:50.745Z,N/A,N/A,"KYLE - What It Is",true,Australia,N/A,1512189878
2020-06-22T08:31:49.013Z,Playlist,N/A,"DaBaby - ROCKSTAR (feat. Roddy Ricch)",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1508023280
2020-06-22T08:28:03.529Z,N/A,N/A,"The Wombats - Tokyo (Vampires & Wolves)",true,Australia,N/A,422684318
2020-06-22T08:24:32.130Z,N/A,N/A,"The Weeknd, Kendrick Lamar - Pray For Me",true,Australia,N/A,1440907186
2020-06-22T07:37:14.134Z,N/A,N/A,"Flume - The Difference (feat. Toro y Moi)",true,Australia,N/A,1498841181
2020-06-22T04:47:01.388Z,N/A,N/A,"NLE Choppa - Walk Em Down (feat. Roddy Ricch)",true,Australia,N/A,1503016858
2020-06-22T04:43:21.471Z,N/A,N/A,"Khalid - Location",true,Australia,N/A,1201885833
2020-06-22T04:43:21.384Z,N/A,N/A,"null - Mako - Beam (Dannic Remix)",true,Australia,N/A,182873638
2020-06-21T10:19:14.527Z,Playlist,N/A,"Juice WRLD - Righteous",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1509339479
2020-06-21T10:15:48.631Z,Playlist,N/A,"Run The Jewels - JU$T (feat. Pharrell Williams & Zack de la Rocha)",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1511168883
2020-06-21T10:12:16.637Z,Playlist,N/A,"Big Skeez - THIS AIN'T EASY",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1508549451
2020-06-21T10:09:02.319Z,Playlist,N/A,"Ninajirachi - Alight",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1512358298
2020-06-21T10:06:01.505Z,Playlist,N/A,"The Kid LAROI & Lil Tjay - Fade Away",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1504184610
2020-06-21T10:03:53.951Z,Playlist,N/A,"Young T & Bugsey - Don't Rush (feat. Headie One)",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1485903998
2020-06-21T10:03:52.151Z,Playlist,N/A,"Aitch & AJ Tracey - Rain (feat. Tay Keith)",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1501235099
2020-06-21T10:03:34.829Z,Playlist,N/A,"Future, Drake & Young Thug - D4L",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1511037735
2020-06-21T10:00:28.930Z,Playlist,N/A,"The Kid LAROI & Juice WRLD - GO",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1515584755
2020-06-21T10:00:26.253Z,Playlist,N/A,"Headie One - Rose Gold",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1508311115
2020-06-21T10:00:24.386Z,Playlist,N/A,"Terrace Martin & Denzel Curry - Pig Feet (feat. Kamasi Washington, G Perico & Daylyt)",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1516196999
2020-06-21T09:58:31.995Z,Playlist,N/A,"Jeida Woods - Chemicals",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1500046359
2020-06-21T09:56:47.682Z,Playlist,N/A,"Figuero Jones - Chief Spinner",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1509859696
2020-06-21T09:56:39.351Z,Playlist,N/A,"Hp Boyz - Out Here (feat. Keziah Feterika)",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1511720904
2020-06-21T09:56:34.165Z,Playlist,N/A,"Young T & Bugsey & Rauw Alejandro - Don't Rush (Remix)",true,Australia,"pl.f19f6b5be8474fe789e36a6242f6113e",1514411996
2020-06-21T09:32:16.615Z,N/A,N/A,"Tyla Yaweh - She Bad",true,Australia,N/A,1459684592
2020-06-21T09:29:13.595Z,N/A,N/A,"Tyla Yaweh - Salute (feat. French Montana)",true,Australia,N/A,1453579352
2020-06-21T09:26:25.042Z,N/A,N/A,"Tyla Yaweh - They Ain't You",true,Australia,N/A,1453579369
2020-06-21T09:06:09.813Z,N/A,N/A,"RL Grime - UCLA (feat. 24hrs)",true,Australia,N/A,1391318574
2020-06-21T09:06:09.054Z,N/A,N/A,"Lil Mosey - Rarri",true,Australia,N/A,1438803343
2020-06-21T07:12:57.472Z,N/A,N/A,"null - Grizzly Bear - Will Calls (Diplo Remix)",true,Australia,N/A,182874658
2020-06-21T07:12:56.115Z,N/A,N/A,"Roy Woods - Medusa",true,Australia,N/A,1313459323
2020-06-21T07:12:54.871Z,N/A,N/A,"Joji - Bitter Fuck",true,Australia,N/A,1291094708
2020-06-21T07:12:53.554Z,N/A,N/A,"Logic - Confess (feat. Killer Mike)",true,Australia,N/A,1221023604
2020-06-21T07:12:53.389Z,N/A,N/A,"null - Panama - Always (Wave Racer Remix)",true,Australia,N/A,182874670
2020-06-21T07:12:46.227Z,N/A,N/A,"John Legend - U Move, I Move (feat. Jhené Aiko)",true,Australia,N/A,1512885766
2020-06-21T07:06:47.409Z,N/A,N/A,"Victoria Monét, Khalid & SG Lewis - Experience",true,Australia,N/A,1517370585
2020-06-21T07:03:21.519Z,N/A,N/A,"Rema - Ginger Me",true,Australia,N/A,1517657509
2020-06-21T06:59:25.255Z,N/A,N/A,"J. Cole - Snow on tha Bluff",true,Australia,N/A,1518896531
2020-06-21T03:30:19.926Z,N/A,N/A,"Drake - Toosie Slide",true,Australia,N/A,1505943432
2020-06-20T07:57:16.404Z,N/A,N/A,"Paul Kelly & Paul Grabowsky - If I Could Start Today Again",true,Australia,N/A,1517549935
2020-06-20T07:54:23.739Z,N/A,N/A,"Tom Walker - Wait for You",true,Australia,N/A,1515463729
2020-06-20T07:51:22.952Z,N/A,N/A,"E^ST - I WANNA BE HERE",true,Australia,N/A,1501829650
2020-06-20T07:48:25.897Z,N/A,N/A,"Chris Brown & Young Thug - Go Crazy",true,Australia,N/A,1512301465
2020-06-20T07:45:31.180Z,N/A,N/A,"Rasster - SAD (Imanbek xxx Remix)",true,Australia,N/A,1512304605
2020-06-20T07:41:18.449Z,N/A,N/A,"Lil Baby - The Bigger Picture",true,Australia,N/A,1517903061
2020-06-20T07:36:43.891Z,N/A,N/A,"The Killers - My Own Soul’s Warning",true,Australia,N/A,1502453953
2020-06-20T05:50:30.315Z,Album,"Black Eyed Peas - TRANSLATION","Black Eyed Peas & J Balvin - RITMO (Bad Boys For Life)",true,Australia,1515990543,1515990544
2020-06-20T03:20:09.653Z,N/A,N/A,"Bankrol Hayden - Costa Rica (feat. The Kid LAROI) [Remix]",true,Australia,N/A,1504122461
2020-06-20T03:11:57.271Z,N/A,N/A,"PARTYNEXTDOOR & Rihanna - BELIEVE IT",true,Australia,N/A,1500660154
2020-06-20T03:11:56.529Z,N/A,N/A,"Vicetone - Harmony",true,Australia,N/A,586782186
2020-06-20T03:11:49.108Z,N/A,N/A,"Pegboard Nerds & Tristam - Razor Sharp",true,Australia,N/A,643956182
2020-06-20T01:36:33.457Z,N/A,N/A,"Shawn Mendes - Where Were You in the Morning?",true,Australia,N/A,1376115730
2020-06-19T07:18:29.021Z,N/A,N/A,"Jawsh 685 x Jason Derulo - Savage Love (Laxed - Siren Beat)",true,Australia,N/A,1517696110
2020-06-19T05:51:24.905Z,N/A,N/A,"Aaron Smith - Dancin (Krono Remix) [feat. Luvli]",true,Australia,N/A,933075723
2020-06-19T05:39:44.957Z,N/A,N/A,"David Guetta & Kid Cudi - Memories (feat. Kid Cudi)",true,Australia,N/A,710577599
2020-06-19T05:35:36.992Z,N/A,N/A,"Train - 50 Ways to Say Goodbye",true,Australia,N/A,1438078580
2020-06-19T05:28:23.612Z,N/A,N/A,"Pitbull - Timber (feat. Ke$ha)",true,Australia,N/A,721686248
2020-06-19T05:25:07.686Z,N/A,N/A,"Train - Drive By",true,Australia,N/A,1438078577
2020-06-19T05:21:40.912Z,N/A,N/A,"Owl City & Carly Rae Jepsen - Good Time",true,Australia,N/A,1440807030
2020-06-19T05:21:39.696Z,N/A,N/A,"Roy Woods - Bubbly",true,Australia,N/A,1478466727
2020-06-19T05:21:06.847Z,N/A,N/A,"Ludacris - Runaway Love (feat. Mary J. Blige)",true,Australia,N/A,1440756996
2020-06-19T05:17:00.386Z,N/A,N/A,"Gwen Stefani - The Sweet Escape (feat. Akon)",true,Australia,N/A,1455390118
2020-06-19T05:13:07.073Z,N/A,N/A,"Pharrell Williams - Happy (From ""Despicable Me 2"")",true,Australia,N/A,863835363
2020-06-19T05:09:23.859Z,N/A,N/A,"Lime Cordiale - Robbery",true,Australia,N/A,1477014154
2020-06-19T05:06:33.040Z,N/A,N/A,"Lime Cordiale - Naturally",true,Australia,N/A,1276056044
2020-06-19T05:03:04.016Z,N/A,N/A,"Lime Cordiale - Temper Temper",true,Australia,N/A,1276056045
2020-06-19T04:59:42.020Z,N/A,N/A,"Steel Banglez - Fashion Week (feat. AJ Tracey & MoStack)",true,Australia,N/A,1455880505
2020-06-19T04:57:15.211Z,N/A,N/A,"Dominic Fike & Kenny Beats - Phone Numbers",true,Australia,N/A,1471407345
2020-06-19T04:54:18.527Z,N/A,N/A,"Travis Scott - HIGHEST IN THE ROOM",true,Australia,N/A,1481874619
2020-06-19T04:54:12.456Z,N/A,N/A,"SZA - Love Galore (feat. Travis Scott)",true,Australia,N/A,1239976603
2020-06-19T04:54:11.914Z,N/A,N/A,"$tupid Young & Pacman da Gunman - Gametime",true,Australia,N/A,1475825282
2020-06-19T04:54:11.176Z,N/A,N/A,"Internet money, Lil Tecca & A Boogie wit da Hoodie - Somebody",true,Australia,N/A,1482663485
2020-06-19T04:54:10.682Z,N/A,N/A,"Stephanie Poetri - I Love You 3000",true,Australia,N/A,1473858217
2020-06-19T04:54:09.965Z,N/A,N/A,"Nightcrawlers - Push the Feeling On (Mk Dub Revisited Edit)",true,Australia,N/A,1444123050
2020-06-19T04:54:09.221Z,N/A,N/A,"Frank Ocean - DHL",true,Australia,N/A,1484224395
2020-06-19T04:54:08.385Z,N/A,N/A,"bbno$ & Lentra - Sriracha",true,Australia,N/A,1458052332
2020-06-19T04:54:07.691Z,N/A,N/A,"Shoreline Mafia - Wings",true,Australia,N/A,1478281438
2020-06-19T04:54:06.723Z,N/A,N/A,"bbno$ & Yung Gravy - Shining On My Ex",true,Australia,N/A,1484387338
2020-06-19T04:54:06.182Z,N/A,N/A,"Isaiah Rashad - 4r Da Squaw",true,Australia,N/A,1149507391
2020-06-19T04:54:05.616Z,N/A,N/A,"Lil Mosey - Live This Wild",true,Australia,N/A,1485341273
2020-06-19T04:54:04.926Z,N/A,N/A,"Lil Mosey - Bankroll (feat. AJ Tracey)",true,Australia,N/A,1485341352
2020-06-19T04:54:04.092Z,N/A,N/A,"Lil Mosey - Jet to the West",true,Australia,N/A,1485341355
2020-06-19T04:52:51.636Z,N/A,N/A,"Becky G. - Shower",true,Australia,N/A,868199261
2020-06-19T04:47:42.325Z,N/A,N/A,"Sticky Fingers - Liquorlip Loaded Gun",true,Australia,N/A,897786295
2020-06-19T04:44:57.826Z,N/A,N/A,"Arizona Zervas - ROXANNE",true,Australia,N/A,1487953560
2020-06-19T04:44:37.319Z,N/A,N/A,"Lil Peep & Lil Tracy - witchblades",true,Australia,N/A,1485823641
2020-06-19T04:37:41.222Z,N/A,N/A,"BENEE - Supalonely (feat. Gus Dapperton)",true,Australia,N/A,1486928237
2020-06-19T04:34:09.471Z,N/A,N/A,"BENEE - Monsta",true,Australia,N/A,1486928241
2020-06-19T04:30:47.083Z,N/A,N/A,"BENEE - Blu",true,Australia,N/A,1486928378
2020-06-19T04:27:23.189Z,N/A,N/A,"BENEE - Drifting (feat. Jack Berry)",true,Australia,N/A,1486928250
2020-06-19T04:24:46.116Z,N/A,N/A,"Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix]",true,Australia,N/A,1458638381
2020-06-19T04:21:26.053Z,N/A,N/A,"The Weeknd - Heartless",true,Australia,N/A,1505683986
2020-06-19T04:17:29.602Z,N/A,N/A,"Flume - Lose It (feat. Vic Mensa)",true,Australia,N/A,1481729153
2020-06-19T04:15:26.747Z,N/A,N/A,"The Kid LAROI - Let Her Go",true,Australia,N/A,1489507897
2020-06-19T04:15:25.888Z,N/A,N/A,"Juice WRLD & YoungBoy Never Broke Again - Bandit",true,Australia,N/A,1481647222
2020-06-19T04:15:25.237Z,N/A,N/A,"AC/DC - Hells Bells",true,Australia,N/A,574050495
2020-06-19T04:15:24.681Z,N/A,N/A,"BROCKHAMPTON - RENTAL",true,Australia,N/A,1322094238
2020-06-19T04:15:23.521Z,N/A,N/A,"24kGoldn - Valentino",true,Australia,N/A,1449737660
2020-06-19T04:15:12.050Z,N/A,N/A,"JACKBOYS & Travis Scott - WHAT TO DO? (feat. Don Toliver)",true,Australia,N/A,1492786012
2020-06-19T04:11:07.172Z,N/A,N/A,"Taio Cruz - Hangover (feat. Flo Rida)",true,Australia,N/A,1446857712
2020-06-19T04:07:53.233Z,N/A,N/A,"Khalid - Eleven",true,Australia,N/A,1493830305
2020-06-19T04:07:52.512Z,N/A,N/A,"Eminem - Godzilla (feat. Juice WRLD)",true,Australia,N/A,1495267448
2020-06-19T04:07:51.749Z,N/A,N/A,"Mac Miller - Blue World",true,Australia,N/A,1494022967
2020-06-19T04:07:50.773Z,N/A,N/A,"The Kid LAROI - Diva (feat. Lil Tecca)",true,Australia,N/A,1496390491
2020-06-19T04:07:50.008Z,N/A,N/A,"Young Thug - Bad Bad Bad (feat. Lil Baby)",true,Australia,N/A,1476636946
2020-06-19T04:07:49.147Z,N/A,N/A,"Lil Tecca - Shots",true,Australia,N/A,1478190062
2020-06-19T04:07:48.544Z,N/A,N/A,"blackbear - hot girl bummer",true,Australia,N/A,1476501049
2020-06-19T04:07:47.709Z,N/A,N/A,"blackbear - me & ur ghost",true,Australia,N/A,1494231176
2020-06-19T04:07:47.033Z,N/A,N/A,"blackbear - i miss the old u",true,Australia,N/A,1440898829
2020-06-19T04:07:46.384Z,N/A,N/A,"Onefour - Welcome to Prison",true,Australia,N/A,1496989154
2020-06-19T04:07:45.226Z,N/A,N/A,"Coldplay - Paradise",true,Australia,N/A,726373148
2020-06-19T04:07:44.365Z,N/A,N/A,"Tame Impala - Borderline",true,Australia,N/A,1497230972
2020-06-19T04:07:43.830Z,N/A,N/A,"Justin Bieber - Come Around Me",true,Australia,N/A,1496639193
2020-06-19T04:07:43.274Z,N/A,N/A,"DaBaby - 21",true,Australia,N/A,1450342292
2020-06-19T04:07:42.765Z,N/A,N/A,"Kid Cudi - Soundtrack 2 My Life",true,Australia,N/A,1445846643
2020-06-19T04:07:27.423Z,N/A,N/A,"Lil Mosey - Blueberry Faygo",true,Australia,N/A,1497586740
2020-06-19T04:03:28.652Z,N/A,N/A,"20syl - Ongoing Thing (feat. Oddisee)",true,Australia,N/A,1202272396
2020-06-19T03:59:03.187Z,N/A,N/A,"20syl - Voices (feat. Rita J)",true,Australia,N/A,1202272671
2020-06-19T03:53:27.435Z,N/A,N/A,"B.o.B - Magic (feat. Rivers Cuomo)",true,Australia,N/A,368016758
2020-06-19T03:49:49.031Z,N/A,N/A,"Glass Animals & Denzel Curry - Tokyo Drifting",true,Australia,N/A,1486352207
2020-06-19T03:49:48.466Z,N/A,N/A,"FISHER - Freaks",true,Australia,N/A,1501811994
2020-06-19T03:49:48.100Z,N/A,N/A,"Childish Gambino - 12.38",true,Australia,N/A,1503882112
2020-06-19T03:49:47.731Z,N/A,N/A,"Childish Gambino - Algorhythm",true,Australia,N/A,1503882014
2020-06-19T03:49:47.285Z,N/A,N/A,"Childish Gambino - 24.19",true,Australia,N/A,1503882125
2020-06-19T03:49:46.867Z,N/A,N/A,"The Kid LAROI - Addison Rae",true,Australia,N/A,1503775774
2020-06-19T03:40:46.448Z,N/A,N/A,"The Smith Street Band - Passiona",true,Australia,N/A,1204369414
2020-06-19T03:37:14.863Z,N/A,N/A,"The Smith Street Band - Death to the Lads",true,Australia,N/A,1170391121
2020-06-19T03:29:47.790Z,N/A,N/A,"Hunters & Collectors - Do You See What I See?",true,Australia,N/A,746934811
2020-06-19T03:26:03.108Z,N/A,N/A,"Tal Bachman - She's So High",true,Australia,N/A,158610105
2020-06-19T03:21:13.564Z,N/A,N/A,"The Goo Goo Dolls - Iris",true,Australia,N/A,1109658204
2020-06-19T03:17:46.696Z,N/A,N/A,"Shawn Mendes - Stitches",true,Australia,N/A,1440849573
2020-06-19T03:13:47.688Z,N/A,N/A,"Cher - Believe",true,Australia,N/A,73273491
2020-06-19T03:10:07.474Z,N/A,N/A,"The Proclaimers - I'm Gonna Be (500 Miles)",true,Australia,N/A,696692938
2020-06-19T03:10:01.694Z,N/A,N/A,"Hippie Sabotage - Your Soul",true,Australia,N/A,1226569306
2020-06-19T03:10:01.136Z,N/A,N/A,"Hippie Sabotage - Devil Eyes",true,Australia,N/A,1226646691
2020-06-19T03:09:59.952Z,N/A,N/A,"Hardy Caprio - Short & Sweet",true,Australia,N/A,1509361160
2020-06-19T03:09:59.280Z,N/A,N/A,"DARKOO & Hardy Caprio - Juicy",true,Australia,N/A,1500427525
2020-06-19T03:09:58.561Z,N/A,N/A,"Nick Bonin - Fell Too Far",true,Australia,N/A,1469254955
2020-06-19T03:09:57.609Z,N/A,N/A,"AJ Tracey - Dinner Guest (feat. MoStack)",true,Australia,N/A,1510586855
2020-06-19T03:09:56.702Z,N/A,N/A,"Drake - Time Flies",true,Australia,N/A,1511037729
2020-06-19T03:09:55.355Z,N/A,N/A,"Mac Miller - Nikes on My Feet",true,Australia,N/A,1507842509
2020-06-19T03:09:54.287Z,N/A,N/A,"Drake - Marvins Room",true,Australia,N/A,1440642743
2020-06-18T14:26:40.085Z,N/A,N/A,"Polo G - Pop Out (feat. Lil Tjay)",true,Australia,N/A,1465993869
2020-06-18T14:26:12.560Z,N/A,N/A,"Smallpools - Dreaming",true,Australia,N/A,648584119
2020-06-18T11:59:21.025Z,N/A,N/A,"Roy Woods - Four Seasons",true,Australia,N/A,1187615992
2020-06-18T11:57:09.889Z,N/A,N/A,"Tyler, The Creator - EARFQUAKE",true,Australia,N/A,1463409350
2020-06-18T11:12:30.587Z,N/A,N/A,"Post Malone - Too Young",true,Australia,N/A,1170616908
2020-06-18T11:07:57.503Z,N/A,N/A,"Logic - Alright (feat. Big Sean)",true,Australia,N/A,925105842
